,Standard name,S score (FLC-NoDrug),RNA Seq A17 in vs. out
3220,C5_03310C,0.133249775856,2.617
3221,C5_03320C,0.253476126029,-0.181
3222,C5_03330C,-2.70410311752,-0.157
3223,C5_03340W,0.312103668495,-0.272
3224,C5_03370C,-0.351959845432,1.378
3225,C5_03390C,2.49395058579,-0.327
3226,C5_03420W,-0.559746809444,
3227,C5_03430W,1.38882089576,0.446
3228,C5_03440W,-0.758904726137,-1.899
3229,C5_03450W,-0.252400604016,0.999
3230,C5_03460C,-0.0995234147912,-0.715
3231,C5_03470C,1.88111126034,0.528
3232,C5_03480C,-0.12307814277,-0.828
3233,C5_03490C,-0.291278105098,0.699
3234,C5_03500W,-0.37636362015,-1.893
3235,C5_03510C,-1.61588006849,-1.086
3236,C5_03520W,-0.220134783683,2.463
3237,C5_03550W,-1.36872840613,-1.084
3238,C5_03560W,1.23440991089,-0.234
3239,C5_03570W,-0.644284381344,-0.132
3240,C5_03580C,0.412863524796,0.502
3241,C5_03590W,-0.736088060704,-0.064
3242,C5_03610W,-0.258268086115,-0.204
3243,C5_03620W,-0.0439855702403,2.695
3244,C5_03630C,-0.460113130048,1.047
3245,C5_03640W,1.11478958045,
3246,C5_03650C,0.683749574808,2.321
3247,C5_03670C,0.0279663203307,-1.942
3248,C5_03680W,0.620463595777,-1.628
3249,C5_03690W,-0.377382871436,-0.563
3250,C5_03700C,-0.243225814676,
3251,C5_03710C,-0.83823314986,-1.093
3252,C5_03720C,0.118423101514,-2.144
3253,C5_03730W,-0.761322770267,-4.791
3254,C5_03740W,0.402238271534,-1.344
3255,C5_03750W,0.995498110544,-1.275
3256,C5_03770C,-1.13667227153,-1.228
3257,C5_03780C,1.09404617138,0.46
3258,C5_03800W,1.45313224887,-1.256
3259,C5_03810C,1.58420554138,1.941
3260,C5_03820C,0.761053672164,2.235
3261,C5_03860W,-0.309328014759,0.325
3262,C5_03870C,2.52974231255,-1.3
3263,C5_03880C,-0.287945665006,0.7
3264,C5_03890C,-1.45941935988,1.773
3265,C5_03910C,0.162156983397,0.47
3266,C5_03930C,1.36137437267,1.725
3267,C5_03940C,-1.5378001829,-0.699
3268,C5_03950W,0.286930036034,0.507
3269,C5_03960W,-1.6217091473,-0.545
3270,C5_03970W,1.52513224103,0.538
3271,C5_03980W,-0.678174652534,-2.146
3272,C5_03990W,0.105296377097,1.165
3273,C5_04010C,-0.928793113277,1.404
3274,C5_04020C,0.108058544695,0.266
3275,C5_04040C,1.81424418756,3.114
3276,C5_04050W,-0.365113525529,-0.254
3277,C5_04060C,2.82172247379,-0.543
3278,C5_04110W,-0.185805132532,4.924
3279,C5_04120C,-1.53174848799,-0.952
3280,C5_04130C,0.259767871897,2.066
3281,C5_04140W,0.310272429276,1.909
3282,C5_04150C,0.916243901067,-0.022
3283,C5_04160W,0.169142859122,0.109
3284,C5_04180W,-2.14850522042,0.109
3285,C5_04190W,0.336319024682,-6.305
3286,C5_04200W,-0.358473234225,-5.095
3287,C5_04210C,0.367784215205,-5.227
3288,C5_04220W,0.605000644333,-4.47
3289,C5_04230W,1.57941523414,-3.368
3290,C5_04240C,0.246226500088,1.303
3291,C5_04250W,1.80059622284,-3.951
3292,C5_04260W,1.4624740073,0.823
3293,C5_04280C,1.55890124787,-0.327
3294,C5_04290C,1.69046788833,-0.741
3295,C5_04300C,-2.14573796977,-0.696
3296,C5_04320C,1.72359882312,1.009
3297,C5_04330W,2.14821567117,1.973
3298,C5_04340W,0.408308180159,1.876
3299,C5_04350C,2.07417136941,1.66
3300,C5_04360C,0.153643961583,1.06
3301,C5_04370C,2.20753140361,0.073
3302,C5_04380C,-1.10650294729,3.31
3303,C5_04390C,-0.452444574977,0.856
3304,C5_04400W,-1.5369287271,0.13
3305,C5_04410C,-2.45707541941,0.157
3306,C5_04420W,-0.785657352449,1.44
3307,C5_04430C,-2.12022240746,0.531
3308,C5_04440C,0.080455251315,2.536
3309,C5_04450C,-0.696533543277,3.68
3310,C5_04460C,-0.318871229983,4.509
3311,C5_04470C,-1.30408417579,0.152
3312,C5_04480C,-1.99409170205,-0.049
3313,C5_04500W,-2.06639611523,3.781
3314,C5_04510W,-2.14990560399,-0.688
3315,C5_04520W,-2.21967711942,0.545
3316,C5_04540C,-0.0580312858728,0.668
3317,C5_04550W,-2.45495142493,0.483
3318,C5_04560C,-0.00579564310704,-0.904
3319,C5_04580C,-0.452944057082,0.022
3320,C5_04610W,0.188527118674,-0.311
3321,C5_04620C,-0.668512279305,0.702
3322,C5_04630W,-1.44495040473,-0.119
3323,C5_04680W,-1.16411946321,0.398
3324,C5_04690C,-2.45591746522,-0.167
3325,C5_04730C,0.623535945095,0.129
3326,C5_04760W,-1.7711802323,
3327,C5_04770W,-0.900567073871,0.735
3328,C5_04780W,-1.69062428435,-0.026
3329,C5_04790C,-3.83065993016,0.645
3330,C5_04800W,-0.795193888784,-2.288
3331,C5_04810W,1.2732858491,-2.099
3332,C5_04820W,1.56229705599,2.796
3333,C5_04830W,1.45990399382,-0.993
3334,C5_04840C,-1.24301500838,-0.584
3335,C5_04850W,0.333892613802,-0.545
3336,C5_04860C,-1.08408114006,-0.216
3337,C5_04870W,-0.350777411242,-0.577
3338,C5_04880C,-0.967327092017,0.669
3339,C5_04900C,1.45770476315,-0.402
3340,C5_04910W,0.0243376811793,-0.011
3341,C5_04920C,-0.277315838062,-0.148
3342,C5_04930C,0.0319141082593,-1.981
3343,C5_04940W,-0.997981382974,5.825
3344,C5_04950C,-0.093929398318,0.193
3345,C5_04960W,-0.387467828216,-1.341
3346,C5_04970C,-1.25541490066,-1.835
3347,C5_04980W,-2.85524556843,-4.453
3348,C5_05000C,3.75747830502,0.527
3349,C5_05010W,-1.41374178548,1.947
3350,C5_05030C,-1.4163160528,-0.244
3351,C5_05050W,1.18854122823,-2.107
3352,C5_05060C,0.758032320189,2.568
3353,C5_05070W,0.322818885111,-0.595
3354,C5_05080W,-0.112314968237,-2.628
3355,C5_05090W,0.431463100269,0.699
3356,C5_05100C,-0.871856051414,2.166
3357,C5_05140W,-0.965300864879,0.75
3358,C5_05150C,-0.0817895693514,1.162
3359,C5_05160C,-0.520789024443,-0.138
3360,C5_05170W,-1.3172241408,-0.108
3361,C5_05180W,-1.74009167695,0.68
3362,C5_05200C,-0.554693006574,2.604
3363,C5_05210W,0.783476734359,0.826
3364,C5_05220W,-1.48298425402,0.123
3365,C5_05240C,-0.76581491052,0.089
3366,C5_05260W,-0.405579304872,-0.019
3367,C5_05270C,-1.08375609893,0.1
3368,C5_05280C,-0.47993457096,0.611
3369,C5_05300W,0.784999367789,-0.343
3370,C5_05310W,-1.5878098961,1.018
3371,C5_05320C,-0.341289829708,1.207
3372,C5_05360C,-1.36852437655,-0.045
3373,C5_05390C,-2.16182997319,-0.976
3374,C5_05400W,-0.713806489183,1.128
3375,C5_05430W,0.633881634937,-1.238
3376,C5_05440C,-0.474627287081,-0.655
3377,C5_05450C,-2.02235555427,-0.919
3378,C5_05460C,0.911176473866,-0.359
3379,C5_05470W,-0.979845258953,-1.776
3380,C5_05480W,1.9649084578,0.162
3381,C5_05500C,-0.880401748585,-0.308
3382,C5_05510C,0.153984286737,-1.405
3383,C6_00010W,-0.881801424989,
3384,C6_00020W,-1.29595583632,-1.665
3385,C6_00030W,0.679896367403,0.192
3386,C6_00060W,0.430947069846,
3387,C6_00070C,-1.61214797259,-0.596
3388,C6_00080C,0.286397151871,0.673
3389,C6_00090W,0.109919572371,-0.313
3390,C6_00100C,1.30913667581,1.123
3391,C6_00110C,0.233710956118,0.234
3392,C6_00120W,-0.792309560389,1.02
3393,C6_00130C,-0.637053682158,-0.265
3394,C6_00140C,0.537906505824,-0.359
3395,C6_00150W,0.044086589106,-0.819
3396,C6_00160W,0.0561934801824,0.464
3397,C6_00170C,-0.190054275081,-0.752
3398,C6_00180C,-0.427729956197,1.0
3399,C6_00190W,-0.0685145437337,0.106
3400,C6_00200C,1.4820203757,0.263
3401,C6_00210W,0.726337455592,2.981
3402,C6_00220C,-1.73157615795,-1.251
3403,C6_00230W,-1.87321211496,-0.817
3404,C6_00240C,-1.05704827243,-0.647
3405,C6_00250W,-0.0360304911658,-1.669
3406,C6_00260W,-1.29254565411,-0.613
3407,C6_00280W,-0.43956089023,-1.162
3408,C6_00290W,-0.303809899169,-1.127
3409,C6_00300C,1.18333053434,0.972
3410,C6_00310W,0.538915030885,-0.206
3411,C6_00320C,-0.88091402412,0.381
3412,C6_00330C,1.06166563921,0.021
3413,C6_00340C,-2.21324017435,-0.179
3414,C6_00350W,-0.177450893895,-0.249
3415,C6_00360C,0.948873687797,-0.487
3416,C6_00380C,-0.165866779445,-0.978
3417,C6_00400C,0.428957331402,1.136
3418,C6_00410C,1.16527144891,0.58
3419,C6_00430C,-0.125962919025,0.431
3420,C6_00440C,0.5848597533,0.057
3421,C6_00450C,1.94200097655,6.68
3422,C6_00460C,0.648117561368,0.677
3423,C6_00470C,1.09070711022,4.047
3424,C6_00480C,0.401186277245,-0.363
3425,C6_00490W,-0.49229573117,-0.23
3426,C6_00500C,0.252631818015,1.766
3427,C6_00520W,0.87359879964,-0.709
3428,C6_00540W,0.4324107202,0.325
3429,C6_00560W,-0.0918524014383,-0.027
3430,C6_00570C,-1.0572093864,-0.103
3431,C6_00580W,-0.359770048333,-0.958
3432,C6_00590W,0.678535217508,-1.751
3433,C6_00600C,0.379612038544,1.516
3434,C6_00610C,0.491894108067,-0.162
3435,C6_00620W,1.99820261767,-1.271
3436,C6_00630W,0.0136237428368,0.364
3437,C6_00660C,1.72099644129,-0.579
3438,C6_00680C,0.819947876047,0.331
3439,C6_00700C,0.306209447279,0.54
3440,C6_00710W,0.0417570237349,0.621
3441,C6_00720C,1.02588220616,-0.577
3442,C6_00730W,0.634709689083,-0.025
3443,C6_00740W,1.62574541986,-0.201
3444,C6_00760W,-8.49808898524,-1.072
3445,C6_00800C,-0.619780226125,-0.433
3446,C6_00810C,-2.26562670528,-0.399
3447,C6_00820W,-2.89474135768,0.637
3448,C6_00830C,-2.4265047374,-0.534
3449,C6_00840W,-2.91177713626,-1.417
3450,C6_00850W,0.97847909721,0.175
3451,C6_00860W,-2.48801912662,0.293
3452,C6_00880W,-3.04815704746,0.606
3453,C6_00890W,-0.714700528559,1.703
3454,C6_00900C,-1.74086838541,0.035
3455,C6_00910C,-0.465696703482,0.091
3456,C6_00920W,-1.03621440283,0.522
3457,C6_00930C,0.86300187979,1.424
3458,C6_00940C,-0.286976210995,0.545
3459,C6_00960W,0.483232567466,0.325
3460,C6_00970C,-0.26058166652,-0.576
3461,C6_00980C,-0.397330654544,-2.465
3462,C6_00990W,-1.31071183179,-0.864
3463,C6_01020W,-3.6832967644,-0.523
3464,C6_01030W,0.217958775065,-0.006
3465,C6_01060C,0.261237023504,0.747
3466,C6_01070C,-0.701782738993,3.36
3467,C6_01080C,-2.16964009881,0.354
3468,C6_01090C,-0.206387501906,0.261
3469,C6_01110W,-0.034965603124,0.571
3470,C6_01120C,-0.253430218705,-0.303
3471,C6_01130W,-1.82494548949,0.87
3472,C6_01160W,-1.16769491743,2.15
3473,C6_01180C,0.622296884765,1.937
3474,C6_01190C,-0.41025692361,-0.204
3475,C6_01200W,-2.04295602386,1.911
3476,C6_01210W,-1.38362179711,0.905
3477,C6_01220C,-1.02113551611,-0.061
3478,C6_01250W,-0.0577732575412,0.801
3479,C6_01260W,1.34529981428,0.394
3480,C6_01290C,-0.959539446082,-0.268
3481,C6_01300W,-1.85243055283,1.196
3482,C6_01310W,-2.97320086842,1.198
3483,C6_01330C,1.09475274873,-0.277
3484,C6_01340C,-1.08351670707,0.358
3485,C6_01350W,-1.57945535594,-0.84
3486,C6_01360W,-1.2225343049,-3.673
3487,C6_01390W,-0.622617191373,-0.859
3488,C6_01400W,0.223688135132,-0.86
3489,C6_01410C,0.92989557474,-0.045
3490,C6_01420C,-0.128195804674,0.144
3491,C6_01430C,-1.05306072778,-0.047
3492,C6_01440C,0.751613199294,0.322
3493,C6_01450C,0.13444852544,-1.631
3494,C6_01460C,-0.428940488517,-0.759
3495,C6_01470W,-0.291661839509,0.031
3496,C6_01480W,-1.40097357489,-0.051
3497,C6_01490C,-0.734568714961,0.72
3498,C6_01500C,-1.31486452668,0.466
3499,C6_01510W,-0.170520961512,4.418
3500,C6_01520W,-0.687069076526,1.496
3501,C6_01530C,0.493344284015,0.087
3502,C6_01540C,-0.879290520761,2.788
3503,C6_01560W,-1.89726033429,0.009
3504,C6_01570C,-0.395418007471,-0.506
3505,C6_01590W,0.177316790568,-0.647
3506,C6_01600W,-0.76812704581,-0.516
3507,C6_01620W,-0.293273337123,-0.616
3508,C6_01630W,-1.26320972525,0.458
3509,C6_01640W,0.322862091216,0.701
3510,C6_01650C,-0.857448627593,-2.011
3511,C6_01660C,0.17761940096,4.369
3512,C6_01670W,0.0207131676231,1.223
3513,C6_01680C,0.106267039208,-0.272
3514,C6_01690W,1.23698800324,1.182
3515,C6_01720C,-0.666845756377,-1.69
3516,C6_01730W,-1.0411327613,-2.015
3517,C6_01740C,0.400053933666,-1.025
3518,C6_01750C,0.401156490114,-0.825
3519,C6_01770W,1.92103400116,-0.054
3520,C6_01780C,1.44641392895,-0.216
3521,C6_01790C,0.594522126529,-1.189
3522,C6_01800W,-1.26785251448,-0.404
3523,C6_01810W,-0.173870756251,-0.541
3524,C6_01820C,1.6291284569,-0.667
3525,C6_01830W,0.35933031678,0.089
3526,C6_01840C,0.441906662903,0.718
3527,C6_01860C,-0.687069076526,-0.569
3528,C6_01870C,-0.522625189069,-0.932
3529,C6_01880W,-0.238270411534,0.746
3530,C6_01900C,1.5748314626,1.289
3531,C6_01930W,0.422429288404,1.23
3532,C6_01940W,-0.903618007685,-0.333
3533,C6_01950C,-0.314536305762,-0.681
3534,C6_01990W,0.964156512738,1.067
3535,C6_02000W,0.230410516111,0.474
3536,C6_02010C,-0.0665843064515,-1.429
3537,C6_02020C,-0.508313315401,-0.74
3538,C6_02030C,0.580055024896,0.47
3539,C6_02040W,-1.92405348066,0.891
3540,C6_02050W,-0.805690393494,-0.979
3541,C6_02060W,0.144669556668,-0.484
3542,C6_02080W,1.73328433124,-1.589
3543,C6_02090C,3.07778111702,-0.839
3544,C6_02100W,0.391518011876,0.189
3545,C6_02110W,-0.0833379870503,0.027
3546,C6_02130C,0.269634809837,1.735
3547,C6_02140W,-0.0621017330615,0.323
3548,C6_02170C,1.50291920626,1.253
3549,C6_02180W,0.721340730567,0.393
3550,C6_02190C,-0.37321221309,0.984
3551,C6_02200C,1.277279866,3.788
3552,C6_02210W,1.48394535495,5.227
3553,C6_02250W,0.225088239123,-0.313
3554,C6_02280W,-0.109574277798,-0.167
3555,C6_02290C,-0.469894505466,-1.484
3556,C6_02300C,-1.0204281057,0.084
3557,C6_02310W,-0.666894204458,-0.152
3558,C6_02330W,0.603325407667,-4.304
3559,C6_02350C,0.166089535144,0.22
3560,C6_02390W,0.480829014417,0.581
3561,C6_02400W,0.355518131747,-0.386
3562,C6_02410W,0.492217618561,0.414
3563,C6_02420W,0.93329435326,-1.008
3564,C6_02430W,0.233947084523,-1.292
3565,C6_02440C,-0.548556729351,0.588
3566,C6_02450W,-0.56612636767,0.932
3567,C6_02480W,-1.32794521819,-0.911
3568,C6_02490C,-0.0580312858728,0.908
3569,C6_02500C,-0.132323609402,0.736
3570,C6_02510C,-0.273676539539,1.382
3571,C6_02530C,-0.876831896317,-0.708
3572,C6_02550W,0.683245868988,3.043
3573,C6_02560W,2.61942676601,2.369
3574,C6_02580W,0.272186652824,-0.003
3575,C6_02600W,0.494657615959,-0.058
3576,C6_02620C,0.825451411526,-1.563
3577,C6_02630C,2.48056735591,0.06
3578,C6_02640C,0.955819619053,0.197
3579,C6_02650C,0.827885180642,1.04
3580,C6_02660C,-2.42445399784,0.337
3581,C6_02670C,-0.819640617709,-0.572
3582,C6_02690C,-0.422621917726,-0.018
3583,C6_02710C,-1.45144082803,0.597
3584,C6_02720C,-0.264753667408,0.046
3585,C6_02730W,-0.554630728832,2.11
3586,C6_02740W,-1.54098694367,1.147
3587,C6_02750C,-0.787684803154,-0.064
3588,C6_02760W,-0.573213631845,2.364
3589,C6_02790C,0.760842049194,-0.652
3590,C6_02800W,-2.62439156835,1.286
3591,C6_02810C,0.73887019706,-0.428
3592,C6_02820W,-2.8884010976,0.496
3593,C6_02830W,-0.129596956828,1.618
3594,C6_02850W,-0.57999744899,-0.434
3595,C6_02860W,-0.339136932223,-0.974
3596,C6_02870W,-1.52030910553,-0.083
3597,C6_02880W,-0.30785494067,0.756
3598,C6_02890C,0.169776481619,1.479
3599,C6_02900C,2.05646239569,0.535
3600,C6_02920C,-0.705051485907,2.055
3601,C6_02930W,1.16415856869,-0.962
3602,C6_02940C,-1.30279623671,-0.943
3603,C6_02950C,-2.69394118336,1.578
3604,C6_02960W,-0.551363817362,0.55
3605,C6_02970C,0.611806652513,-0.177
3606,C6_02990W,-0.159291199625,-0.209
3607,C6_03000C,-0.713716626836,-0.635
3608,C6_03010W,1.23403938058,-1.12
3609,C6_03020W,-0.67247339781,0.132
3610,C6_03030W,-0.47093329627,0.287
3611,C6_03040C,-1.25347478003,1.284
3612,C6_03050C,-0.389733476849,-0.188
3613,C6_03060W,-0.148848297206,1.817
3614,C6_03070C,-2.71167660051,2.729
3615,C6_03090W,0.632604290904,-0.354
3616,C6_03100W,-1.77119289424,0.667
3617,C6_03130W,-0.133413097715,1.71
3618,C6_03140C,0.442250729317,0.708
3619,C6_03150C,-0.906162536764,0.015
3620,C6_03160C,0.35301179958,1.107
3621,C6_03170C,0.742393196411,3.421
3622,C6_03180C,1.35116427306,0.128
3623,C6_03190C,-0.386511884545,0.603
3624,C6_03230W,0.11698112734,2.172
3625,C6_03240W,1.33489821882,-2.26
3626,C6_03250W,0.0655031786029,0.122
3627,C6_03260W,-0.988971468236,3.187
3628,C6_03270C,-1.90413770129,0.343
3629,C6_03280W,1.18892658987,0.282
3630,C6_03290W,-1.62217601372,-1.037
3631,C6_03300C,0.119638514426,0.52
3632,C6_03310W,-1.40764571015,-0.605
3633,C6_03320W,-1.82423982424,2.081
3634,C6_03330C,-0.000634351413638,0.08
3635,C6_03340C,1.4271867372,2.003
3636,C6_03360C,0.611943118163,0.056
3637,C6_03370W,-0.00488654065316,-0.875
3638,C6_03380W,-1.23161534606,-0.509
3639,C6_03390W,0.532344107735,0.171
3640,C6_03410C,0.0057152113179,0.404
3641,C6_03420W,1.2088070767,-0.009
3642,C6_03430C,-2.15998653021,-0.644
3643,C6_03470W,-0.150011292062,1.551
3644,C6_03480W,-1.45811434392,1.618
3645,C6_03490C,-0.449276045064,0.986
3646,C6_03500C,0.0446086862801,5.549
3647,C6_03510C,1.20840034,4.582
3648,C6_03520C,1.18847983565,0.206
3649,C6_03530C,-0.0156318528764,0.12
3650,C6_03540W,1.14756944717,1.246
3651,C6_03550C,0.160587595836,-0.761
3652,C6_03560W,1.30925553913,-0.936
3653,C6_03570W,0.363535599351,0.914
3654,C6_03580W,-0.0640006293964,0.368
3655,C6_03590C,-0.369192707389,1.602
3656,C6_03600C,-0.182446132063,-3.841
3657,C6_03610W,0.478294490298,-0.234
3658,C6_03620C,-0.282522081436,1.498
3659,C6_03630W,-0.780019560697,0.933
3660,C6_03660C,0.295033381003,0.163
3661,C6_03670C,-0.175947855647,1.471
3662,C6_03690W,0.663437387908,-0.084
3663,C6_03700W,-2.05974456097,-3.306
3664,C6_03710W,0.650573047568,-2.788
3665,C6_03740W,1.6086987222,0.304
3666,C6_03750C,0.270426194959,-0.195
3667,C6_03760C,0.585200763247,1.04
3668,C6_03780C,0.120183559378,0.362
3669,C6_03790C,0.649704733288,-0.827
3670,C6_03800C,0.145319697359,-0.572
3671,C6_03810W,0.452827241405,-1.084
3672,C6_03820C,-0.621275531635,-0.056
3673,C6_03830W,0.470363765468,0.006
3674,C6_03840C,-1.02505302163,0.151
3675,C6_03850C,-0.00763982406653,-2.981
3676,C6_03860C,-1.71709871565,1.588
3677,C6_03870C,0.154736597877,-0.404
3678,C6_03880W,0.486944768837,0.285
3679,C6_03890C,1.0548047316,0.245
3680,C6_03910C,0.729994568423,-0.701
3681,C6_03920W,1.5341505004,-0.628
3682,C6_03930W,0.141337493462,-1.151
3683,C6_03960W,0.684735244315,1.509
3684,C6_03990C,-4.26424415123,1.123
3685,C6_04040C,-0.230977484761,0.771
3686,C6_04050W,0.0061268218887,-0.73
3687,C6_04060W,-1.52522322645,-0.791
3688,C6_04070C,-0.747395082128,-0.431
3689,C6_04080W,-0.968537205872,-0.447
3690,C6_04100W,-3.60228246509,0.746
3691,C6_04110W,-0.359753027739,-0.487
3692,C6_04130C,-1.62576709209,-2.501
3693,C6_04140C,0.533127068242,-1.572
3694,C6_04150W,-1.11709604424,0.833
3695,C6_04170C,-3.34722492447,-0.626
3696,C6_04180W,-2.53057323206,-1.294
3697,C6_04190C,-0.425385240925,-1.511
3698,C6_04200C,0.433236043361,1.188
3699,C6_04220C,-3.68799470129,1.022
3700,C6_04230W,-0.171083515681,0.023
3701,C6_04250W,-1.95987142446,0.483
3702,C6_04260C,-0.473644297086,0.761
3703,C6_04280W,1.14255137241,-0.452
3704,C6_04290W,-1.04352016427,-0.646
3705,C6_04300W,0.0612763504035,-1.646
3706,C6_04310W,-1.1992045433,1.168
3707,C6_04320C,-0.810305077154,0.22
3708,C6_04340W,-0.354584466402,0.59
3709,C6_04350C,-1.1894655401,-1.354
3710,C6_04370W,1.76801201377,0.2
3711,C6_04380W,0.159708307521,-1.814
3712,C6_04400W,-0.575882361443,0.277
3713,C6_04410C,0.648677896576,0.346
3714,C6_04420W,0.0925721696991,4.604
3715,C6_04430W,1.3336403547,-0.676
3716,C6_04440C,-0.813383648695,-1.286
3717,C6_04450W,0.809601341022,-0.002
3718,C6_04460W,-0.0848019090845,
3719,C6_04470C,-0.789803266712,-0.766
3720,C6_04480C,-0.0424785192828,-2.033
3721,C6_04490W,-1.86155093116,-0.24
3722,C6_04530C,-0.977717220768,-1.018
3723,C6_04540C,0.316768929344,0.39
3724,C6_04550C,-0.498240782649,-0.637
3725,C6_04560W,0.412389616428,0.422
3726,C6_04570W,0.158343918768,-1.37
3727,C6_04580W,-1.25347478003,-0.285
3728,C6_04590C,-0.105502267281,-0.625
3729,C6_04600W,-0.313134950585,-1.104
3730,C6_04610C,-0.343515372734,-4.101
3731,C6_04620C,0.32924966108,-2.839
3732,C6_04650W,-0.37382792477,-1.206
3733,C7_00010C,-1.24480650872,0.756
3734,C7_00020C,-0.777757338551,-0.949
3735,C7_00030W,-1.09450534002,-0.359
3736,C7_00060C,-2.46937123886,-0.205
3737,C7_00070C,-1.17247601556,-1.038
3738,C7_00080C,0.179768269562,0.069
3739,C7_00090C,0.488877039501,4.115
3740,C7_00100W,-2.64762181535,2.212
3741,C7_00110W,0.0107121474169,0.442
3742,C7_00120W,-1.29164961294,-0.407
3743,C7_00130W,-2.1894655401,-0.311
3744,C7_00140C,-0.37487196899,1.017
3745,C7_00160C,-0.125633629506,-0.696
3746,C7_00170W,-0.125058506898,-0.195
3747,C7_00180W,1.11903714495,-1.052
3748,C7_00190W,-0.720235940462,1.817
3749,C7_00200W,-0.263910232692,-0.231
3750,C7_00220W,0.910530249873,0.696
3751,C7_00230W,-1.59081394725,0.57
3752,C7_00240W,-1.20375587504,-0.26
3753,C7_00250C,-1.00233974889,-0.32
3754,C7_00260C,0.212722126699,-0.667
3755,C7_00270W,-0.586214585618,-1.319
3756,C7_00280W,0.844026943441,3.849
3757,C7_00290C,0.197715555158,1.282
3758,C7_00300W,-0.349684249456,0.434
3759,C7_00310C,-0.694948430566,1.448
3760,C7_00340C,-0.180608180154,-0.353
3761,C7_00350C,-0.63791742492,1.008
3762,C7_00360W,-0.00755855234069,-0.412
3763,C7_00370W,1.06770615288,1.544
3764,C7_00400W,-0.14565258552,1.399
3765,C7_00410C,-0.381582190579,-0.821
3766,C7_00420C,-1.86324413923,-1.138
3767,C7_00430W,-0.581428187265,-0.765
3768,C7_00440C,-0.0617780162583,-0.245
3769,C7_00450C,-0.956425874568,-0.812
3770,C7_00460W,0.740145132005,1.255
3771,C7_00480W,-0.113121018192,-1.097
3772,C7_00490C,-0.509865319958,0.467
3773,C7_00500W,-1.89710429134,
3774,C7_00510W,-0.265041314711,-0.571
3775,C7_00520W,-3.17636797261,-0.924
3776,C7_00540W,-0.876349179733,4.376
3777,C7_00580C,0.400855876456,0.254
3778,C7_00590W,-0.873384202402,-0.461
3779,C7_00600C,0.865919363172,0.278
3780,C7_00610C,0.212672502654,-0.161
3781,C7_00630C,1.92845215787,1.049
3782,C7_00640C,-1.59284757218,2.87
3783,C7_00650W,0.264608868364,2.811
3784,C7_00660W,1.01004299056,-0.05
3785,C7_00670C,0.624321720242,0.31
3786,C7_00680W,0.222900975419,0.847
3787,C7_00720W,-0.636719496582,-1.034
3788,C7_00740W,0.0388951513748,-0.662
3789,C7_00760C,-1.02367609902,2.779
3790,C7_00770W,1.55053411415,0.928
3791,C7_00790W,-0.0196994718231,-0.008
3792,C7_00810W,0.260271974201,-0.57
3793,C7_00830C,1.37826517224,0.27
3794,C7_00840C,0.477374810931,-1.224
3795,C7_00850W,-0.266398740418,-0.445
3796,C7_00860W,-0.0527932874896,-0.015
3797,C7_00870W,0.0729801307529,-0.44
3798,C7_00880C,0.186361930171,-3.005
3799,C7_00900W,0.710818985123,1.147
3800,C7_00910C,-0.405696560961,-0.277
3801,C7_00920C,-0.433567169441,0.01
3802,C7_00930W,-0.255211059708,1.382
3803,C7_00940W,1.76485279468,-0.191
3804,C7_00970C,1.12040878302,6.688
3805,C7_00980W,-5.5775707116,-0.387
3806,C7_01010W,-2.44177149406,-1.528
3807,C7_01040C,-0.560632124123,0.291
3808,C7_01050W,-1.40548292881,2.733
3809,C7_01060W,-1.78059780807,2.532
3810,C7_01070C,1.36996186851,-1.76
3811,C7_01100C,0.17604013366,3.083
3812,C7_01130C,-2.85356787653,0.718
3813,C7_01150W,-1.51073920312,0.004
3814,C7_01160C,-0.769115545412,0.524
3815,C7_01170C,-0.928696447055,0.444
3816,C7_01190W,-2.68144130937,1.733
3817,C7_01200C,1.07200904647,-1.75
3818,C7_01220W,1.31551408449,0.701
3819,C7_01230C,-0.304171141888,0.437
3820,C7_01250W,-0.0109867401896,-0.285
3821,C7_01260W,-0.429505144117,2.144
3822,C7_01270C,-0.833463048186,0.226
3823,C7_01310C,1.83269610982,3.773
3824,C7_01320W,-1.4641329015,0.785
3825,C7_01330C,-2.83248903645,0.316
3826,C7_01340W,-1.92240803514,-0.067
3827,C7_01360C,-0.972708653437,1.313
3828,C7_01380W,0.964705390024,6.479
3829,C7_01390W,-0.60202375532,2.873
3830,C7_01410C,0.454526163768,-0.967
3831,C7_01420W,-1.1502534509,-0.455
3832,C7_01430C,1.74141009924,-0.082
3833,C7_01440W,0.306165217929,1.336
3834,C7_01480W,0.93138885477,-0.418
3835,C7_01490W,-1.43739305355,-1.812
3836,C7_01500W,-0.215000632211,-1.246
3837,C7_01510W,-0.369328778602,-2.074
3838,C7_01520W,0.469583490948,1.242
3839,C7_01530W,-0.916560890246,3.773
3840,C7_01540W,-0.185291576394,0.173
3841,C7_01550W,0.246429772552,-1.037
3842,C7_01560C,-0.662005860149,0.658
3843,C7_01570C,-2.48611738434,-0.287
3844,C7_01590C,-0.0175366071706,0.455
3845,C7_01610W,-0.815988556858,0.078
3846,C7_01620C,2.22392629925,0.061
3847,C7_01630W,0.487505491212,2.095
3848,C7_01640W,-0.976190726193,2.328
3849,C7_01660C,-0.129233815735,0.162
3850,C7_01670W,-0.346245165489,1.056
3851,C7_01680C,-0.120015442635,0.045
